season_id,season,full_name,player,position
11,2016-17,David Jones,Jones,3
11,2016-17,George Boyd,Boyd,3
11,2016-17,Scott Arfield,Arfield,3
11,2016-17,Dean Marney,Marney,3
11,2016-17,Fredrik Ulvestad,Ulvestad,3
11,2016-17,Michael Kightly,Kightly,3
11,2016-17,Sam Vokes,Vokes,4
11,2016-17,Andre Gray,Gray,4
11,2016-17,Lukas Jutkiewicz,Jutkiewicz,4
11,2016-17,Ashley Barnes,Barnes,4
11,2016-17,Rouwen Hennings,Hennings,4
11,2016-17,Chris Long,Long,4
11,2016-17,Thibaut Courtois,Courtois,1
11,2016-17,Asmir Begovic,Begovic,1
11,2016-17,John Terry,Terry,2
11,2016-17,Branislav Ivanovic,Ivanovic,2
11,2016-17,César Azpilicueta,Azpilicueta,2
11,2016-17,Gary Cahill,Cahill,2
11,2016-17,Kurt Zouma,Zouma,2
11,2016-17,Abdul Rahman Baba,Baba Rahman,2
11,2016-17,Matt Miazga,Miazga,2
11,2016-17,Eden Hazard,Hazard,3
11,2016-17,Cesc Fàbregas,Fàbregas,3
11,2016-17,Oscar dos Santos Emboaba Junior,Oscar,3
11,2016-17,Juan Cuadrado,Cuadrado,3
11,2016-17,Willian Borges Da Silva,Willian,3
11,2016-17,Nemanja Matic,Matic,3
11,2016-17,Ruben Loftus-Cheek,Loftus-Cheek,3
11,2016-17,John Obi Mikel,Mikel,3
11,2016-17,Pedro Rodríguez Ledesma,Pedro,3
11,2016-17,Bertrand Traore,Traore,3
11,2016-17,Victor Moses,Moses,3
11,2016-17,Marco Van Ginkel,Van Ginkel,3
11,2016-17,Robert Kenedy Nunes do Nascimento,Kenedy,3
11,2016-17,N'Golo Kanté,Kanté,3
11,2016-17,Michy Batshuayi,Batshuayi,4
11,2016-17,Diego Da Silva Costa,Costa,4
11,2016-17,Loïc Remy,Remy,4
11,2016-17,Julian Speroni,Speroni,1
11,2016-17,Wayne Hennessey,Hennessey,1
11,2016-17,Alex McCarthy,McCarthy,1
11,2016-17,Steve Mandanda,Mandanda,1
11,2016-17,James Tomkins,Tomkins,2
11,2016-17,Scott Dann,Dann,2
11,2016-17,Joel Ward,Ward,2
11,2016-17,Martin Kelly,Kelly,2
11,2016-17,Damien Delaney,Delaney,2
11,2016-17,Pape Souaré,Souaré,2
11,2016-17,Yannick Bolasie,Bolasie,3
11,2016-17,Jason Puncheon,Puncheon,3
11,2016-17,Wilfried Zaha,Zaha,3
11,2016-17,Mile Jedinak,Jedinak,3
11,2016-17,Joe Ledley,Ledley,3
11,2016-17,James McArthur,McArthur,3
11,2016-17,Jordon Mutch,Mutch,3
11,2016-17,Jonathan Williams,Williams,3
11,2016-17,Chung-yong Lee,Lee Chung-yong,3
11,2016-17,Yohan Cabaye,Cabaye,3
11,2016-17,Bakary Sako,Sako,3
11,2016-17,Andros Townsend,Townsend,3
11,2016-17,Fraizer Campbell,Campbell,4
11,2016-17,Connor Wickham,Wickham,4
11,2016-17,Joel Robles,Robles,1
11,2016-17,Maarten Stekelenburg,Stekelenburg,1
11,2016-17,Leighton Baines,Baines,2
11,2016-17,Seamus Coleman,Coleman,2
11,2016-17,Phil Jagielka,Jagielka,2
11,2016-17,John Stones,Stones,2
11,2016-17,Brendan Galloway,Galloway,2
11,2016-17,Tyias Browning,Browning,2
11,2016-17,Matthew Pennington,Pennington,2
11,2016-17,Ramiro Funes Mori,Funes Mori,2
11,2016-17,Kevin Mirallas,Mirallas,3
11,2016-17,Ross Barkley,Barkley,3
11,2016-17,Tom Cleverley,Cleverley,3
11,2016-17,James McCarthy,McCarthy,3
11,2016-17,Gareth Barry,Barry,3
11,2016-17,Darron Gibson,Gibson,3
11,2016-17,Muhamed Besic,Besic,3
11,2016-17,Bryan Oviedo,Oviedo,3
11,2016-17,Gerard Deulofeu,Deulofeu,3
11,2016-17,Aaron Lennon,Lennon,3
11,2016-17,Romelu Lukaku,Lukaku,4
11,2016-17,Arouna Koné,Koné,4
11,2016-17,Oumar Niasse,Niasse,4
11,2016-17,Allan McGregor,McGregor,1
11,2016-17,Eldin Jakupovic,Jakupovic,1
11,2016-17,Brian Lenihan,Lenihan,2
11,2016-17,Curtis Davies,Davies,2
11,2016-17,Michael Dawson,Dawson,2
11,2016-17,Moses Odubajo,Odubajo,2
11,2016-17,Andrew Robertson,Robertson,2
11,2016-17,Harry Maguire,Maguire,2
11,2016-17,Alex Bruce,Bruce,2
11,2016-17,Robert Snodgrass,Snodgrass,3
11,2016-17,Sam Clucas,Clucas,3
11,2016-17,Jake Livermore,Livermore,3
11,2016-17,Ahmed Elmohamady,Elmohamady,3
11,2016-17,Mohamed Diamé,Diamé,3
11,2016-17,Tom Huddlestone,Huddlestone,3
11,2016-17,David Meyler,Meyler,3
11,2016-17,Shaun Maloney,Maloney,3
11,2016-17,Abel Hernández,Hernández,4
11,2016-17,Adama Diomande,Diomande,4
11,2016-17,Kasper Schmeichel,Schmeichel,1
11,2016-17,Ron-Robert Zieler,Zieler,1
11,2016-17,Wes Morgan,Morgan,2
11,2016-17,Christian Fuchs,Fuchs,2
11,2016-17,Jeffrey Schlupp,Schlupp,2
11,2016-17,Marcin Wasilewski,Wasilewski,2
11,2016-17,Ritchie de Laet,de Laet,2
11,2016-17,Danny Simpson,Simpson,2
11,2016-17,Robert Huth,Huth,2
11,2016-17,Yohan Benalouane,Benalouane,2
11,2016-17,Luis Hernández,Hernández,2
11,2016-17,Riyad Mahrez,Mahrez,3
11,2016-17,Marc Albrighton,Albrighton,3
11,2016-17,Andy King,King,3
11,2016-17,Daniel Drinkwater,Drinkwater,3
11,2016-17,Gökhan Inler,Inler,3
11,2016-17,Demarai Gray,Gray,3
11,2016-17,Daniel Amartey,Amartey,3
11,2016-17,Nampalys Mendy,Mendy,3
11,2016-17,Jamie Vardy,Vardy,4
11,2016-17,Leonardo Ulloa,Ulloa,4
11,2016-17,Shinji Okazaki,Okazaki,4
11,2016-17,Ahmed Musa,Musa,4
11,2016-17,Simon Mignolet,Mignolet,1
11,2016-17,Loris Karius,Karius,1
11,2016-17,Mamadou Sakho,Sakho,2
11,2016-17,Dejan Lovren,Lovren,2
11,2016-17,Alberto Moreno,Moreno,2
11,2016-17,Nathaniel Clyne,Clyne,2
11,2016-17,Jon Flanagan,Flanagan,2
11,2016-17,Joseph Gomez,Gomez,2
11,2016-17,Connor Randall,Randall,2
11,2016-17,Bradley Smith,Smith,2
11,2016-17,Kevin Stewart,Stewart,2
11,2016-17,Joel Matip,Matip,2
11,2016-17,Leiva Lucas,Lucas,3
11,2016-17,Jordan Henderson,Henderson,3
11,2016-17,Joe Allen,Allen,3
11,2016-17,Philippe Coutinho,Coutinho,3
11,2016-17,Emre Can,Can,3
11,2016-17,Adam Lallana,Lallana,3
11,2016-17,Lazar Markovic,Markovic,3
11,2016-17,Oluwaseyi Ojo,Sheyi Ojo,3
11,2016-17,James Milner,Milner,3
11,2016-17,Roberto Firmino,Firmino,3
11,2016-17,Cameron Brannagan,Brannagan,3
11,2016-17,Pedro Chirivella,Chirivella,3
11,2016-17,Sadio Mané,Mané,3
11,2016-17,Christian Benteke,Christian Benteke,4
11,2016-17,Daniel Sturridge,Sturridge,4
11,2016-17,Mario Balotelli,Balotelli,4
11,2016-17,Danny Ings,Ings,4
11,2016-17,Divock Origi,Origi,4
11,2016-17,Joe Hart,Hart,1
11,2016-17,Willy Caballero,Caballero,1
11,2016-17,Aleksandar Kolarov,Kolarov,2
11,2016-17,Pablo Zabaleta,Zabaleta,2
11,2016-17,Vincent Kompany,Kompany,2
11,2016-17,Gaël Clichy,Clichy,2
11,2016-17,Bacary Sagna,Sagna,2
11,2016-17,Eliaquim Mangala,Mangala,2
11,2016-17,Nicolás Otamendi,Otamendi,2
11,2016-17,Fabian Delph,Delph,3
11,2016-17,Raheem Sterling,Sterling,3
11,2016-17,Samir Nasri,Nasri,3
11,2016-17,David Silva,Silva,3
11,2016-17,Gnegneri Yaya Touré,Yaya Touré,3
11,2016-17,Jesús Navas,Navas,3
11,2016-17,Fernando Luiz Rosa,Fernandinho,3
11,2016-17,Fernando Francisco Reges,Fernando,3
11,2016-17,Kevin De Bruyne,De Bruyne,3
11,2016-17,Ilkay Gündogan,Gündogan,3
11,2016-17,Manuel Agudo Durán,Nolito,3
11,2016-17,Oleksandr Zinchenko,Zinchenko,3
11,2016-17,Sergio Agüero,Agüero,4
11,2016-17,Wilfried Bony,Bony,4
11,2016-17,Kelechi Iheanacho,Iheanacho,4
11,2016-17,David de Gea,de Gea,1
11,2016-17,Sergio Romero,Romero,1
11,2016-17,Chris Smalling,Smalling,2
11,2016-17,Phil Jones,Jones,2
11,2016-17,Guillermo Varela,Varela,2
11,2016-17,Luke Shaw,Shaw,2
11,2016-17,Marcos Rojo,Rojo,2
11,2016-17,Patrick McNair,McNair,2
11,2016-17,Antonio Valencia,Valencia,2
11,2016-17,Matteo Darmian,Darmian,2
11,2016-17,Cameron Borthwick-Jackson,Borthwick-Jackson,2
11,2016-17,Timothy Fosu-Mensah,Fosu-Mensah,2
11,2016-17,Daley Blind,Blind,2
11,2016-17,Eric Bailly,Bailly,2
11,2016-17,Juan Mata,Mata,3
11,2016-17,Marouane Fellaini,Fellaini,3
11,2016-17,Memphis Depay,Depay,3
11,2016-17,Michael Carrick,Carrick,3
11,2016-17,Ashley Young,Young,3
11,2016-17,Adnan Januzaj,Januzaj,3
11,2016-17,Ander Herrera,Herrera,3
11,2016-17,Andreas Pereira,Pereira,3
11,2016-17,Morgan Schneiderlin,Schneiderlin,3
11,2016-17,Bastian Schweinsteiger,Schweinsteiger,3
11,2016-17,Jesse Lingard,Lingard,3
11,2016-17,Anthony Martial,Martial,3
11,2016-17,Henrikh Mkhitaryan,Mkhitaryan,3
11,2016-17,Wayne Rooney,Rooney,4
11,2016-17,James Wilson,Wilson,4
11,2016-17,Marcus Rashford,Rashford,4
11,2016-17,Zlatan Ibrahimovic,Ibrahimovic,4
11,2016-17,Dimitrios Konstantopoulos,Konstantopoulos,1
11,2016-17,Víctor Valdés,Valdés,1
11,2016-17,Daniel Ayala,Ayala,2
11,2016-17,George Friend,Friend,2
11,2016-17,Dael Fry,Fry,2
11,2016-17,Ben Gibson,Gibson,2
11,2016-17,Emilio Nsue Lopez,Nsue,2
11,2016-17,Bernardo Espinosa Zúñiga,Bernardo,2
11,2016-17,Albert Adomah,Adomah,3
11,2016-17,Stewart Downing,Downing,3
11,2016-17,Adam Clayton,Clayton,3
11,2016-17,Grant Leadbitter,Leadbitter,3
11,2016-17,Adam Reach,Reach,3
11,2016-17,Adam Forshaw,Forshaw,3
11,2016-17,Carlos De Pena,De Pena,3
11,2016-17,Julien de Sart,de Sart,3
11,2016-17,Viktor Fischer,Fischer,3
11,2016-17,Marten de Roon,de Roon,3
11,2016-17,David Nugent,Nugent,4
11,2016-17,Jordan Rhodes,Rhodes,4
11,2016-17,Cristhian Stuani,Stuani,4
11,2016-17,Fraser Forster,Forster,1
11,2016-17,Paulo Gazzaniga,Gazzaniga,1
11,2016-17,Ryan Bertrand,Bertrand,2
11,2016-17,Jose Fonte,Fonte,2
11,2016-17,Maya Yoshida,Yoshida,2
11,2016-17,Matt Targett,Targett,2
11,2016-17,Florin Gardos,Gardos,2
11,2016-17,Cédric Soares,Cédric,2
11,2016-17,Cuco Martina,Martina,2
11,2016-17,Virgil van Dijk,van Dijk,2
11,2016-17,Nathan Redmond,Redmond,3
11,2016-17,Steven Davis,Davis,3
11,2016-17,James Ward-Prowse,Ward-Prowse,3
11,2016-17,Harrison Reed,Reed,3
11,2016-17,Dusan Tadic,Tadic,3
11,2016-17,Jordy Clasie,Clasie,3
11,2016-17,Oriol Romeu Vidal,Oriol Romeu,3
11,2016-17,Jay Rodriguez,Rodriguez,3
11,2016-17,Pierre-Emile Højbjerg,Højbjerg,3
11,2016-17,Shane Long,Long,4
11,2016-17,Charlie Austin,Austin,4
11,2016-17,Shay Given,Given,1
11,2016-17,Jack Butland,Butland,1
11,2016-17,Jakob Haugaard,Haugaard,1
11,2016-17,Ryan Shawcross,Shawcross,2
11,2016-17,Marc Wilson,Marc Wilson,2
11,2016-17,Geoff Cameron,Cameron,2
11,2016-17,Erik Pieters,Pieters,2
11,2016-17,Marc Muniesa,Muniesa,2
11,2016-17,Phil Bardsley,Bardsley,2
11,2016-17,Philipp Wollscheid,Wollscheid,2
11,2016-17,Glen Johnson,Johnson,2
11,2016-17,Dionatan do Nascimento Teixeira,Teixeira,2
11,2016-17,Stephen Ireland,Ireland,3
11,2016-17,Charlie Adam,Adam,3
11,2016-17,Glenn Whelan,Whelan,3
11,2016-17,Jonathan Walters,Walters,3
11,2016-17,Marko Arnautovic,Arnautovic,3
11,2016-17,Ibrahim Afellay,Afellay,3
11,2016-17,Xherdan Shaqiri,Shaqiri,3
11,2016-17,Giannelli Imbula,Imbula,3
11,2016-17,Bojan Krkic,Bojan,3
11,2016-17,Peter Crouch,Crouch,4
11,2016-17,Mame Biram Diouf,Diouf,4
11,2016-17,Jose Luis Mato Sanmartín,Joselu,4
11,2016-17,Vito Mannone,Mannone,1
11,2016-17,Jordan Pickford,Pickford,1
11,2016-17,Younes Kaboul,Kaboul,2
11,2016-17,John O'Shea,O'Shea,2
11,2016-17,Billy Jones,Jones,2
11,2016-17,Patrick van Aanholt,van Aanholt,2
11,2016-17,Adam Matthews,Matthews,2
11,2016-17,Lamine Koné,Koné,2
11,2016-17,Jan Kirchhoff,Kirchhoff,3
11,2016-17,Lee Cattermole,Cattermole,3
11,2016-17,Sebastian Larsson,Larsson,3
11,2016-17,Jack Rodwell,Rodwell,3
11,2016-17,Jeremain Lens,Lens,3
11,2016-17,Wahbi Khazri,Khazri,3
11,2016-17,Duncan Watmore,Watmore,3
11,2016-17,Fabio Borini,Borini,4
11,2016-17,Jermain Defoe,Defoe,4
11,2016-17,Lukasz Fabianski,Fabianski,1
11,2016-17,Kristoffer Nordfeldt,Nordfeldt,1
11,2016-17,Kyle Naughton,Naughton,2
11,2016-17,Ashley Williams,Williams,2
11,2016-17,Neil Taylor,Taylor,2
11,2016-17,Angel Rangel,Rangel,2
11,2016-17,Jordi Amat,Amat,2
11,2016-17,Federico Fernández,Fernández,2
11,2016-17,Franck Tabanou,Tabanou,2
11,2016-17,Stephen Kingsley,Kingsley,2
11,2016-17,Mike van der Hoorn,van der Hoorn,2
11,2016-17,Jack Cork,Cork,3
11,2016-17,Gylfi Sigurdsson,Sigurdsson,3
11,2016-17,Wayne Routledge,Routledge,3
11,2016-17,Leon Britton,Britton,3
11,2016-17,Jay Fulton,Fulton,3
11,2016-17,Sung-yueng Ki,Ki Sung-yueng,3
11,2016-17,Jefferson Montero,Montero,3
11,2016-17,André Ayew,Ayew,3
11,2016-17,Leroy Fer,Fer,3
11,2016-17,Nathan Dyer,Dyer,3
11,2016-17,Bafétimbi Gomis,Gomis,4
11,2016-17,Marvin Emnes,Emnes,4
11,2016-17,Modou Barrow,Barrow,4
11,2016-17,Hugo Lloris,Lloris,1
11,2016-17,Michel Vorm,Vorm,1
11,2016-17,Toby Alderweireld,Alderweireld,2
11,2016-17,Danny Rose,Rose,2
11,2016-17,Kyle Walker,Walker,2
11,2016-17,Jan Vertonghen,Vertonghen,2
11,2016-17,Ben Davies,Davies,2
11,2016-17,Kieran Trippier,Trippier,2
11,2016-17,Kevin Wimmer,Wimmer,2
11,2016-17,DeAndre Yedlin,Yedlin,2
11,2016-17,Eric Dier,Dier,3
11,2016-17,Mousa Dembélé,Dembélé,3
11,2016-17,Nacer Chadli,Chadli,3
11,2016-17,Erik Lamela,Lamela,3
11,2016-17,Christian Eriksen,Eriksen,3
11,2016-17,Nabil Bentaleb,Bentaleb,3
11,2016-17,Ryan Mason,Mason,3
11,2016-17,Tom Carroll,Carroll,3
11,2016-17,Bamidele Alli,Alli,3
11,2016-17,Joshua Onomah,Onomah,3
11,2016-17,Victor Wanyama,Wanyama,3
11,2016-17,Alex Pritchard,Pritchard,3
11,2016-17,Heung-Min Son,Son,3
11,2016-17,Harry Kane,Kane,4
11,2016-17,Clinton N'Jie,N'Jie,4
11,2016-17,Vincent Janssen,Janssen,4
11,2016-17,Costel Pantilimon,Pantilimon,1
11,2016-17,Heurelho Gomes,Gomes,1
11,2016-17,Craig Cathcart,Cathcart,2
11,2016-17,Sebastian Prödl,Prödl,2
11,2016-17,Juan Carlos Paredes,Paredes,2
11,2016-17,José Holebas,Holebas,2
11,2016-17,Allan-Roméo Nyom,Nyom,2
11,2016-17,Miguel Britos,Britos,2
11,2016-17,Christian Kabasele,Kabasele,2
11,2016-17,Adlène Guédioura,Guédioura,3
11,2016-17,Etienne Capoue,Capoue,3
11,2016-17,Almen Abdi,Abdi,3
11,2016-17,Ben Watson,Watson,3
11,2016-17,Ikechi Anya,Anya,3
11,2016-17,Valon Behrami,Behrami,3
11,2016-17,Steven Berghuis,Berghuis,3
11,2016-17,Nordin Amrabat,Amrabat,3
11,2016-17,Mario Suárez,Suárez,3
11,2016-17,Isaac Success,Success,3
11,2016-17,Troy Deeney,Deeney,4
11,2016-17,Odion Ighalo,Ighalo,4
11,2016-17,Mamadou Obbi Oularé,Oularé,4
11,2016-17,Jerome Sinclair,Sinclair,4
11,2016-17,Boaz Myhill,Myhill,1
11,2016-17,Ben Foster,Foster,1
11,2016-17,Jonny Evans,Evans,2
11,2016-17,Jonas Olsson,Olsson,2
11,2016-17,Craig Dawson,Dawson,2
11,2016-17,Sébastien Pocognoli,Pocognoli,2
11,2016-17,Cristian Gamboa,Gamboa,2
11,2016-17,Gareth McAuley,McAuley,2
11,2016-17,James Chester,Chester,2
11,2016-17,Chris Brunt,Brunt,2
11,2016-17,Darren Fletcher,Fletcher,3
11,2016-17,Craig Gardner,Gardner,3
11,2016-17,James Morrison,Morrison,3
11,2016-17,Claudio Yacob,Yacob,3
11,2016-17,Callum McManaman,McManaman,3
11,2016-17,James McClean,McClean,3
11,2016-17,Jonathan Leko,Leko,3
11,2016-17,Matt Phillips,Phillips,3
11,2016-17,Rickie Lambert,Lambert,4
11,2016-17,Saido Berahino,Berahino,4
11,2016-17,Salomón Rondón,Rondón,4
11,2016-17,Adrián San Miguel del Castillo,Adrián,1
11,2016-17,Darren Randolph,Randolph,1
11,2016-17,James Collins,Collins,2
11,2016-17,Winston Reid,Reid,2
11,2016-17,Aaron Cresswell,Cresswell,2
11,2016-17,Reece Oxford,Oxford,2
11,2016-17,Angelo Ogbonna,Ogbonna,2
11,2016-17,Sam Byram,Byram,2
11,2016-17,Mark Noble,Noble,3
11,2016-17,Cheikhou Kouyaté,Kouyaté,3
11,2016-17,Pedro Obiang,Obiang,3
11,2016-17,Dimitri Payet,Payet,3
11,2016-17,Manuel Lanzini,Lanzini,3
11,2016-17,Josh Cullen,Cullen,3
11,2016-17,Michail Antonio,Antonio,3
11,2016-17,Håvard Nordtveit,Nordtveit,3
11,2016-17,Sofiane Feghouli,Feghouli,3
11,2016-17,Gökhan Töre,Töre,3
11,2016-17,Andy Carroll,Carroll,4
11,2016-17,Enner Valencia,Valencia,4
11,2016-17,Diafra Sakho,Sakho,4
11,2016-17,Nick Pope,Pope,1
11,2016-17,Paul Robinson,Robinson,1
11,2016-17,Johann Berg Gudmundsson,Gudmundsson,3
11,2016-17,Ragnar Klavan,Klavan,2
11,2016-17,Marko Grujic,Grujic,3
11,2016-17,Jason Denayer,Denayer,2
11,2016-17,Antonio Barragán,Barragán,2
11,2016-17,Álvaro Negredo,Negredo,4
11,2016-17,Juan Zuñiga,Zuñiga,2
11,2016-17,Tommie Hoban,Hoban,2
11,2016-17,Brice Dja Djédjé,Dja Djédjé,2
11,2016-17,Abdoulaye Doucouré,Doucouré,3
11,2016-17,Matej Vydra,Vydra,4
11,2016-17,Rob Holding,Holding,2
11,2016-17,Georginio Wijnaldum,Wijnaldum,3
11,2016-17,Ramadan Sobhi,Sobhi,3
11,2016-17,Ola Aina,Aina,2
11,2016-17,Idrissa Gueye,Gueye,3
11,2016-17,Leroy Sané,Sané,3
11,2016-17,Bradley Guzan,Guzan,1
11,2016-17,Gastón Ramírez,Ramírez,3
11,2016-17,Jérémy Pied,Pied,2
11,2016-17,Chuba Akpom,Akpom,4
11,2016-17,Sullay Kaikai,Kaikai,3
11,2016-17,Mason Holgate,Holgate,2
11,2016-17,Benjamin Chilwell,Chilwell,2
11,2016-17,Bartosz Kapustka,Kapustka,3
11,2016-17,Jose Angel Esmoris Tasende,Angelino,2
11,2016-17,Papy Djilobodji,Djilobodji,2
11,2016-17,Fernando Llorente,Llorente,4
11,2016-17,Cameron Carter-Vickers,Carter-Vickers,2
11,2016-17,Daniel Lafferty,Lafferty,2
11,2016-17,Paul Pogba,Pogba,3
11,2016-17,Jack Stephens,Stephens,2
11,2016-17,Arthur Masuaku,Masuaku,2
11,2016-17,Donald Love,Love,2
11,2016-17,Borja Bastón,Bastón,4
11,2016-17,Olayinka Fredrick Oladotun Ladapo,Ladapo,4
11,2016-17,Keshi Anderson,Anderson,4
11,2016-17,Kane Wilson,Wilson,2
11,2016-17,Sam Field,Field,3
11,2016-17,Tom Davies,Davies,3
11,2016-17,Harry Winks,Winks,3
11,2016-17,Greg Olley,Olley,3
11,2016-17,Josh Clackstone,Clackstone,2
11,2016-17,Jarrod Bowen,Bowen,4
11,2016-17,Dusan Kuciak,Kuciak,1
11,2016-17,Greg Luer,Luer,4
11,2016-17,Josh Tymon,Tymon,2
11,2016-17,Lynden Gooch,Gooch,3
11,2016-17,Joel Asoro,Asoro,3
11,2016-17,Alex Baptiste,Baptiste,2
11,2016-17,Trent Alexander-Arnold,Alexander-Arnold,3
11,2016-17,Alexander Manninger,Manninger,1
11,2016-17,Steven Defour,Defour,3
11,2016-17,Jonathan Calleri,Calleri,4
11,2016-17,Fabio Pereira da Silva,Fabio,2
11,2016-17,Pablo Maffeo,Maffeo,2
11,2016-17,Luke McGee,McGee,1
11,2016-17,Nathaniel Chalobah,Chalobah,3
11,2016-17,Aiden O'Neill,O'Neill,3
11,2016-17,Josh Robson,Josh Robson,2
11,2016-17,Steven Pienaar,Pienaar,3
11,2016-17,Reece Burke,Burke,2
11,2016-17,Ashley Fletcher,Fletcher,4
11,2016-17,Ryan Fraser,Fraser,3
11,2016-17,Thomas Robson,Thomas Robson,2
11,2016-17,Javier Manquillo,Manquillo,2
11,2016-17,Roberto Pereyra,Pereyra,3
11,2016-17,Daryl Janmaat,Janmaat,2
11,2016-17,Claudio Bravo,Bravo,1
11,2016-17,Edimilson Fernandes,Fernandes,3
11,2016-17,Hiram Boateng,Boateng,3
11,2016-17,Julien Ngoy,Ngoy,4
11,2016-17,Ben Hinchcliffe,Hinchcliffe,4
11,2016-17,Oliver McBurnie,McBurnie,4
11,2016-17,Maksymilian Stryjek,Stryjek,1
11,2016-17,Jack Rose,Rose,1
11,2016-17,Lucas Pérez,Pérez,4
11,2016-17,Simone Zaza,Zaza,4
11,2016-17,Sofiane Boufal,Boufal,3
11,2016-17,Stefano Okaka,Okaka,4
11,2016-17,Patrick Bamford,Bamford,4
11,2016-17,David Marshall,Marshall,1
11,2016-17,Shkodran Mustafi,Mustafi,2
11,2016-17,Adrian Mariappa,Mariappa,2
11,2016-17,Will Keane,Keane,4
11,2016-17,Alfie Mawson,Mawson,2
11,2016-17,Didier Ndong,Ndong,3
11,2016-17,Jeff Hendrick,Hendrick,3
11,2016-17,Marcos Alonso,Alonso,2
11,2016-17,Bruno Martins Indi,Martins Indi,2
11,2016-17,Adama Traoré,Traoré,3
11,2016-17,Pau López Sabata,Pau López,1
11,2016-17,Georges-Kévin Nkoudou,Nkoudou,3
11,2016-17,James Weir,Weir,3
11,2016-17,Islam Slimani,Slimani,4
11,2016-17,Álvaro Arbeloa,Arbeloa,2
11,2016-17,Dieumerci Mbokani,Mbokani,4
11,2016-17,David Luiz Moreira Marinho,David Luiz,2
11,2016-17,Hal Robson-Kanu,Robson-Kanu,4
11,2016-17,Moussa Sissoko,Sissoko,3
11,2016-17,Markus Henriksen,Henriksen,3
11,2016-17,Lee Grant,Grant,1
11,2016-17,Victor Anichebe,Anichebe,4
11,2016-17,Mathieu Flamini,Flamini,3
11,2016-17,Michael Simões Domingues,Mika,1
11,2016-17,Aleix García Serrano,García,3
11,2016-17,Jonathan Benteke,Jonathan Benteke,4
11,2016-17,Ezekiel Fryers,Fryers,2
11,2016-17,Luke Dreher,Dreher,3
11,2016-17,Oviemuno Ejaria,Ejaria,3
11,2016-17,Ben Hamer,Hamer,1
11,2016-17,Lloyd Isgrove,Isgrove,3
11,2016-17,Ben Wynter,Wynter,2
11,2016-17,Jake Hesketh,Hesketh,3
11,2016-17,George Honeyman,Honeyman,3
11,2016-17,Jeff Reine-Adelaide,Reine-Adelaide,3
11,2016-17,Olufela Olomola,Olomola,3
11,2016-17,Dominic Solanke,Solanke,4
11,2016-17,Raphael Spiegel,Spiegel,1
11,2016-17,Sam McQueen,McQueen,3
11,2016-17,Ainsley Maitland-Niles,Maitland-Niles,3
